"url","Name","ID"
"http://purl.obolibrary.org/obo/OAE_0000250","acne AE","10000496"
"http://purl.obolibrary.org/obo/OAE_0000251","acquired immunodeficiency syndrome AE","10000565"
"http://purl.obolibrary.org/obo/OAE_0000252","activated partial thromboplastin time prolonged AE","10000636"
"http://purl.obolibrary.org/obo/OAE_0000253","acute graft versus host disease in intestine AE","10066264"
"http://purl.obolibrary.org/obo/OAE_0000254","acute graft versus host disease in skin AE","10066262"
"http://purl.obolibrary.org/obo/OAE_0000255","acute lymphocytic leukemia AE","10000846"
"http://purl.obolibrary.org/obo/OAE_0000256","acute lymphocytic leukemia recurrent AE","10063620"
"http://purl.obolibrary.org/obo/OAE_0000257","acute myeloid leukemia AE","10000880"
"http://purl.obolibrary.org/obo/OAE_0000258","acute myeloid leukemia recurrent AE","10059034"
"http://purl.obolibrary.org/obo/OAE_0000259","acute pulmonary edema AE","10001029"
"http://purl.obolibrary.org/obo/OAE_0000260","acute respiratory distress syndrome AE","10001052"
"http://purl.obolibrary.org/obo/OAE_0000261","acute respiratory failure AE","10001053"
"http://purl.obolibrary.org/obo/OAE_0000262","adams-stokes syndrome AE","10001115"
"http://purl.obolibrary.org/obo/OAE_0000263","adenomyosis AE","10056268"
"http://purl.obolibrary.org/obo/OAE_0000264","adenovirus infection AE","10060931"
"http://purl.obolibrary.org/obo/OAE_0000265","adrenal neoplasm AE","10061588"
"http://purl.obolibrary.org/obo/OAE_0000266","adrenal suppression AE","10001382"
"http://purl.obolibrary.org/obo/OAE_0000267","aggression AE","10001488"
"http://purl.obolibrary.org/obo/OAE_0000268","agranulocytosis AE","10001507"
"http://purl.obolibrary.org/obo/OAE_0000269","air embolism AE","10001526"
"http://purl.obolibrary.org/obo/OAE_0000270","alanine aminotransferase level abnormal AE","10001547"
"http://purl.obolibrary.org/obo/OAE_0000271","alanine aminotransferase level decreased AE","10001549"
"http://purl.obolibrary.org/obo/OAE_0000272","alanine aminotransferase level increased AE","10001551"
"http://purl.obolibrary.org/obo/OAE_0000273","alcoholic liver disease AE","10001627"
"http://purl.obolibrary.org/obo/OAE_0000274","altered state of consciousness AE","10001854"
"http://purl.obolibrary.org/obo/OAE_0000275","amenorrhoea AE","10001928"
"http://purl.obolibrary.org/obo/OAE_0000276","amniotic fluid volume decreased AE","10063356"
"http://purl.obolibrary.org/obo/OAE_0000277","anal fissure AE","10002153"
"http://purl.obolibrary.org/obo/OAE_0000278","anal ulcer AE","10002180"
"http://purl.obolibrary.org/obo/OAE_0000279","anastomotic leak AE","10050456"
"http://purl.obolibrary.org/obo/OAE_0000280","angina pectoris AE","10002383"
"http://purl.obolibrary.org/obo/OAE_0000281","angina unstable AE","10002388"
"http://purl.obolibrary.org/obo/OAE_0000282","antiphospholipid antibodies positive AE","10048678"
"http://purl.obolibrary.org/obo/OAE_0000283","anuria AE","10002847"
"http://purl.obolibrary.org/obo/OAE_0000284","aortic disorder AE","10058648"
"http://purl.obolibrary.org/obo/OAE_0000285","aortic valve incompetence AE","10002915"
"http://purl.obolibrary.org/obo/OAE_0000286","aplasia AE","10002961"
"http://purl.obolibrary.org/obo/OAE_0000287","aplastic anaemia AE","10002967"
"http://purl.obolibrary.org/obo/OAE_0000289","application site hypersensitivity AE","10063683"
"http://purl.obolibrary.org/obo/OAE_0000290","application site infection AE","10049041"
"http://purl.obolibrary.org/obo/OAE_0000291","arterial hemorrhage AE","10060964"
"http://purl.obolibrary.org/obo/OAE_0000292","CSF protein increased AE","10011575"
"http://purl.obolibrary.org/obo/OAE_0000293","CSF test result abnormal AE","10059703"
"http://purl.obolibrary.org/obo/OAE_0000294","Henoch-Schonlein purpura AE","10019617"
"http://purl.obolibrary.org/obo/OAE_0000295","abasia AE","10049460"
"http://purl.obolibrary.org/obo/OAE_0000296","abdominal pain upper AE","10000087"
"http://purl.obolibrary.org/obo/OAE_0000297","ageusia AE","10001480"
"http://purl.obolibrary.org/obo/OAE_0000299","anosmia AE","10002653"
"http://purl.obolibrary.org/obo/OAE_0000300","anxiety AE","10002855"
"http://purl.obolibrary.org/obo/OAE_0000301","atrial flutter AE","10003662"
"http://purl.obolibrary.org/obo/OAE_0000302","balance disorder AE","10049848"
"http://purl.obolibrary.org/obo/OAE_0000303","blister AE","10005191"
"http://purl.obolibrary.org/obo/OAE_0000304","cellulitis AE","10007882"
"http://purl.obolibrary.org/obo/OAE_0000306","convulsion AE","10010904"
"http://purl.obolibrary.org/obo/OAE_0000308","dysgeusia AE","10013911"
"http://purl.obolibrary.org/obo/OAE_0000309","dyskinesia AE","10013916"
"http://purl.obolibrary.org/obo/OAE_0000310","dyspnea AE","10013963"
"http://purl.obolibrary.org/obo/OAE_0000310","dyspnea AE","10013968"
"http://purl.obolibrary.org/obo/OAE_0000311","electromyogram result abnormal AE","10014431"
"http://purl.obolibrary.org/obo/OAE_0000312","eye irritation AE","10015946"
"http://purl.obolibrary.org/obo/OAE_0000313","eye pruritus AE","10052140"
"http://purl.obolibrary.org/obo/OAE_0000315","bundle branch block right AE","10006582"
"http://purl.obolibrary.org/obo/OAE_0000316","conduction system disorder AE","10000032"
"http://purl.obolibrary.org/obo/OAE_0000316","conduction system disorder AE","10010276"
"http://purl.obolibrary.org/obo/OAE_0000317","hypoesthesia AE","10020937"
"http://purl.obolibrary.org/obo/OAE_0000318","arterial thrombosis AE","10003178"
"http://purl.obolibrary.org/obo/OAE_0000320","arteriosclerosis coronary artery AE","10003211"
"http://purl.obolibrary.org/obo/OAE_0000322","injection-site hematoma AE","10022066"
"http://purl.obolibrary.org/obo/OAE_0000324","injection-site pruritus AE","10022093"
"http://purl.obolibrary.org/obo/OAE_0000327","joint swelling AE","10023232"
"http://purl.obolibrary.org/obo/OAE_0000328","kidney AE","10038428"
"http://purl.obolibrary.org/obo/OAE_0000329","lacrimation increased AE","10023644"
"http://purl.obolibrary.org/obo/OAE_0000330","lip swelling AE","10024570"
"http://purl.obolibrary.org/obo/OAE_0000332","mobility decreased AE","10048334"
"http://purl.obolibrary.org/obo/OAE_0000333","muscular weakness AE","10028372"
"http://purl.obolibrary.org/obo/OAE_0000334","musculoskeletal stiffness AE","10052904"
"http://purl.obolibrary.org/obo/OAE_0000335","nasal congestion AE","10028735"
"http://purl.obolibrary.org/obo/OAE_0000337","peripheral neuropathy AE","10029331"
"http://purl.obolibrary.org/obo/OAE_0000338","ocular hyperemia AE","10030041"
"http://purl.obolibrary.org/obo/OAE_0000339","oropharyngeal pain AE","10068319"
"http://purl.obolibrary.org/obo/OAE_0000340","otitis media AE","10033078"
"http://purl.obolibrary.org/obo/OAE_0000341","pericarditis AE","10034484"
"http://purl.obolibrary.org/obo/OAE_0000343","pharyngitis AE","10034835"
"http://purl.obolibrary.org/obo/OAE_0000344","pharyngolaryngeal pain AE","10034844"
"http://purl.obolibrary.org/obo/OAE_0000346","papular rash AE","10037876"
"http://purl.obolibrary.org/obo/OAE_0000347","respiratory distress AE","10038687"
"http://purl.obolibrary.org/obo/OAE_0000349","retching AE","10038776"
"http://purl.obolibrary.org/obo/OAE_0000350","rhinitis AE","10028116"
"http://purl.obolibrary.org/obo/OAE_0000354","sneezing AE","10041232"
"http://purl.obolibrary.org/obo/OAE_0000355","tachycardia AE","10043071"
"http://purl.obolibrary.org/obo/OAE_0000357","throat tightness AE","10043528"
"http://purl.obolibrary.org/obo/OAE_0000358","upper respiratory tract infection AE","10046300"
"http://purl.obolibrary.org/obo/OAE_0000360","paresthesia oral AE","10057372"
"http://purl.obolibrary.org/obo/OAE_0000361","fever AE","10005911"
"http://purl.obolibrary.org/obo/OAE_0000361","fever AE","10016558"
"http://purl.obolibrary.org/obo/OAE_0000361","fever AE","10037660"
"http://purl.obolibrary.org/obo/OAE_0000362","rash AE","10037844"
"http://purl.obolibrary.org/obo/OAE_0000363","infection AE","10021789"
"http://purl.obolibrary.org/obo/OAE_0000365","agitation AE","10001497"
"http://purl.obolibrary.org/obo/OAE_0000366","injection-site AE","10022095"
"http://purl.obolibrary.org/obo/OAE_0000368","injection-site edema AE","10053425"
"http://purl.obolibrary.org/obo/OAE_0000369","injection-site pain AE","10022086"
"http://purl.obolibrary.org/obo/OAE_0000371","injection-site hemorrhage AE","10022067"
"http://purl.obolibrary.org/obo/OAE_0000373","pruritus AE","10037087"
"http://purl.obolibrary.org/obo/OAE_0000374","pain AE","10033371"
"http://purl.obolibrary.org/obo/OAE_0000375","myalgia AE","10028411"
"http://purl.obolibrary.org/obo/OAE_0000376","urticaria AE","10046735"
"http://purl.obolibrary.org/obo/OAE_0000377","headache AE","10019211"
"http://purl.obolibrary.org/obo/OAE_0000379","leukocyte cell number increased AE","10024378"
"http://purl.obolibrary.org/obo/OAE_0000379","leukocyte cell number increased AE","10047943"
"http://purl.obolibrary.org/obo/OAE_0000380","leukocyte cell number decreased AE","10047942"
"http://purl.obolibrary.org/obo/OAE_0000382","asthenia AE","10003549"
"http://purl.obolibrary.org/obo/OAE_0000384","maculo-papular rash AE","10037868"
"http://purl.obolibrary.org/obo/OAE_0000385","arthralgia AE","10003239"
"http://purl.obolibrary.org/obo/OAE_0000388","dizziness AE","10013573"
"http://purl.obolibrary.org/obo/OAE_0000389","edema limbs AE","10030124"
"http://purl.obolibrary.org/obo/OAE_0000389","edema limbs AE","10050068"
"http://purl.obolibrary.org/obo/OAE_0000390","malaise AE","10025482"
"http://purl.obolibrary.org/obo/OAE_0000391","somnolence AE","10041349"
"http://purl.obolibrary.org/obo/OAE_0000392","paresthesia AE","10033775"
"http://purl.obolibrary.org/obo/OAE_0000392","paresthesia AE","10033987"
"http://purl.obolibrary.org/obo/OAE_0000393","crying abnormal AE","10011469"
"http://purl.obolibrary.org/obo/OAE_0000394","chills AE","10008531"
"http://purl.obolibrary.org/obo/OAE_0000395","stupor AE","10042264"
"http://purl.obolibrary.org/obo/OAE_0000396","anorexia AE","10002646"
"http://purl.obolibrary.org/obo/OAE_0000396","anorexia AE","10002649"
"http://purl.obolibrary.org/obo/OAE_0000396","anorexia AE","10061428"
"http://purl.obolibrary.org/obo/OAE_0000397","face edema AE","10014222"
"http://purl.obolibrary.org/obo/OAE_0000397","face edema AE","10016029"
"http://purl.obolibrary.org/obo/OAE_0000397","face edema AE","10042682"
"http://purl.obolibrary.org/obo/OAE_0000398","cough AE","10011224"
"http://purl.obolibrary.org/obo/OAE_0000400","syncope AE","10024855"
"http://purl.obolibrary.org/obo/OAE_0000400","syncope AE","10042772"
"http://purl.obolibrary.org/obo/OAE_0000402","abdominal pain AE","10000081"
"http://purl.obolibrary.org/obo/OAE_0000403","hypertension AE","10005750"
"http://purl.obolibrary.org/obo/OAE_0000403","hypertension AE","10020772"
"http://purl.obolibrary.org/obo/OAE_0000404","aortic valve stenosis AE","10002918"
"http://purl.obolibrary.org/obo/OAE_0000406","chest pain AE","10008479"
"http://purl.obolibrary.org/obo/OAE_0000408","central serous retinopathy AE@en","10063118"
"http://purl.obolibrary.org/obo/OAE_0000411","asthma AE","10003553"
"http://purl.obolibrary.org/obo/OAE_0000412","neck pain AE","10028836"
"http://purl.obolibrary.org/obo/OAE_0000413","arthritis infective AE","10060968"
"http://purl.obolibrary.org/obo/OAE_0000414","back pain AE","10003988"
"http://purl.obolibrary.org/obo/OAE_0000415","alopecia AE","10001760"
"http://purl.obolibrary.org/obo/OAE_0000416","gastrointestinal hemorrhage AE","10017955"
"http://purl.obolibrary.org/obo/OAE_0000421","hypokinesia AE","10021021"
"http://purl.obolibrary.org/obo/OAE_0000422","muscle twitch AE","10028346"
"http://purl.obolibrary.org/obo/OAE_0000423","skin discoloration AE","10040829"
"http://purl.obolibrary.org/obo/OAE_0000424","shingles AE","10019974"
"http://purl.obolibrary.org/obo/OAE_0000426","speech disorder AE","10041466"
"http://purl.obolibrary.org/obo/OAE_0000427","hemorrhage AE","10055798"
"http://purl.obolibrary.org/obo/OAE_0000429","Guillain-Barre syndrome AE","10018767"
"http://purl.obolibrary.org/obo/OAE_0000432","fever with chills AE","10016559"
"http://purl.obolibrary.org/obo/OAE_0000433","personality disorder AE","10034721"
"http://purl.obolibrary.org/obo/OAE_0000434","lung AE","10025082"
"http://purl.obolibrary.org/obo/OAE_0000438","meningitis AE","10027199"
"http://purl.obolibrary.org/obo/OAE_0000441","confusion AE","10010300"
"http://purl.obolibrary.org/obo/OAE_0000441","confusion AE","10010305"
"http://purl.obolibrary.org/obo/OAE_0000443","eye AE","10015916"
"http://purl.obolibrary.org/obo/OAE_0000446","arthritis reactive AE","10038294"
"http://purl.obolibrary.org/obo/OAE_0000446","arthritis reactive AE","10003267"
"http://purl.obolibrary.org/obo/OAE_0000447","amblyopia AE","10001906"
"http://purl.obolibrary.org/obo/OAE_0000449","erythema multiforme AE","10015218"
"http://purl.obolibrary.org/obo/OAE_0000452","thinking abnormality AE","10043431"
"http://purl.obolibrary.org/obo/OAE_0000453","dyspepsia AE","10013946"
"http://purl.obolibrary.org/obo/OAE_0000454","anaphylactoid reaction AE","10002198"
"http://purl.obolibrary.org/obo/OAE_0000454","anaphylactoid reaction AE","10002216"
"http://purl.obolibrary.org/obo/OAE_0000456","ascites AE","10003445"
"http://purl.obolibrary.org/obo/OAE_0000457","serum sickness AE","10040400"
"http://purl.obolibrary.org/obo/OAE_0000459","abnormal electroencephalogram result AE","10000130"
"http://purl.obolibrary.org/obo/OAE_0000460","vertigo AE","10047340"
"http://purl.obolibrary.org/obo/OAE_0000461","cardiac arrest","10007515"
"http://purl.obolibrary.org/obo/OAE_0000461","cardiac arrest","10007617"
"http://purl.obolibrary.org/obo/OAE_0000461","cardiac arrest","10028596"
"http://purl.obolibrary.org/obo/OAE_0000464","liver function test abnormal AE","10019670"
"http://purl.obolibrary.org/obo/OAE_0000464","liver function test abnormal AE","10024690"
"http://purl.obolibrary.org/obo/OAE_0000468","jaundice AE","10023126"
"http://purl.obolibrary.org/obo/OAE_0000469","abscess AE","10000269"
"http://purl.obolibrary.org/obo/OAE_0000470","eye pain AE","10015958"
"http://purl.obolibrary.org/obo/OAE_0000471","palpitation AE","10033557"
"http://purl.obolibrary.org/obo/OAE_0000472","tongue edema AE","10042727"
"http://purl.obolibrary.org/obo/OAE_0000473","ear pain AE","10014020"
"http://purl.obolibrary.org/obo/OAE_0000474","angioedema AE","10002473"
"http://purl.obolibrary.org/obo/OAE_0000478","myelitis AE","10028524"
"http://purl.obolibrary.org/obo/OAE_0000480","thrombocytopenic purpura AE","10043561"
"http://purl.obolibrary.org/obo/OAE_0000481","multiple sclerosis AE","10028245"
"http://purl.obolibrary.org/obo/OAE_0000482","amnesia AE","10001949"
"http://purl.obolibrary.org/obo/OAE_0000484","voice alteration AE","10047681"
"http://purl.obolibrary.org/obo/OAE_0000485","abortion AE","10000210"
"http://purl.obolibrary.org/obo/OAE_0000486","psychological shock AE","10001084"
"http://purl.obolibrary.org/obo/OAE_0000487","purpura AE","10037549"
"http://purl.obolibrary.org/obo/OAE_0000488","bacterial infection AE","10060945"
"http://purl.obolibrary.org/obo/OAE_0000491","coma AE","10010071"
"http://purl.obolibrary.org/obo/OAE_0000492","hyperkinesia AE","10020651"
"http://purl.obolibrary.org/obo/OAE_0000493","cardiovascular AE","10007649"
"http://purl.obolibrary.org/obo/OAE_0000494","encephalopathy AE","10014625"
"http://purl.obolibrary.org/obo/OAE_0000496","gastroenteritis AE","10017888"
"http://purl.obolibrary.org/obo/OAE_0000498","urinary tract infection AE","10046571"
"http://purl.obolibrary.org/obo/OAE_0000500","depression AE","10012378"
"http://purl.obolibrary.org/obo/OAE_0000501","diabetes mellitus AE","10012601"
"http://purl.obolibrary.org/obo/OAE_0000502","laryngitis AE","10023874"
"http://purl.obolibrary.org/obo/OAE_0000505","dry mouth AE","10013781"
"http://purl.obolibrary.org/obo/OAE_0000506","optic neuritis AE","10030942"
"http://purl.obolibrary.org/obo/OAE_0000508","epistaxis AE","10015090"
"http://purl.obolibrary.org/obo/OAE_0000510","photophobia AE","10034960"
"http://purl.obolibrary.org/obo/OAE_0000512","hallucination AE","10019063"
"http://purl.obolibrary.org/obo/OAE_0000512","hallucination AE","10019077"
"http://purl.obolibrary.org/obo/OAE_0000514","neuralgia AE","10029223"
"http://purl.obolibrary.org/obo/OAE_0000517","thirst AE","10043458"
"http://purl.obolibrary.org/obo/OAE_0000518","bone AE","10005956"
"http://purl.obolibrary.org/obo/OAE_0000521","muscle spasm AE","10028334"
"http://purl.obolibrary.org/obo/OAE_0000523","hostility AE","10020400"
"http://purl.obolibrary.org/obo/OAE_0000524","visual field defect AE","10047555"
"http://purl.obolibrary.org/obo/OAE_0000524","visual field defect AE","10047571"
"http://purl.obolibrary.org/obo/OAE_0000525","myopathy AE","10028641"
"http://purl.obolibrary.org/obo/OAE_0000526","apathy AE","10002942"
"http://purl.obolibrary.org/obo/OAE_0000527","hemiplegia AE","10019468"
"http://purl.obolibrary.org/obo/OAE_0000528","pustular rash AE","10037888"
"http://purl.obolibrary.org/obo/OAE_0000529","blood creatine phosphokinase level increased AE","10005470"
"http://purl.obolibrary.org/obo/OAE_0000530","intracranial hypertension AE","10049977"
"http://purl.obolibrary.org/obo/OAE_0000533","bone pain AE","10006002"
"http://purl.obolibrary.org/obo/OAE_0000534","cerebrovascular accident AE","10008190"
"http://purl.obolibrary.org/obo/OAE_0000535","parotid gland enlargement AE","10034023"
"http://purl.obolibrary.org/obo/OAE_0000536","flatulence AE","10016766"
"http://purl.obolibrary.org/obo/OAE_0000538","sore throat AE","10041367"
"http://purl.obolibrary.org/obo/OAE_0000539","paralysis AE","10033799"
"http://purl.obolibrary.org/obo/OAE_0000540","aseptic necrosis bone AE","10003460"
"http://purl.obolibrary.org/obo/OAE_0000541","weight loss AE","10047895"
"http://purl.obolibrary.org/obo/OAE_0000541","weight loss AE","10047900"
"http://purl.obolibrary.org/obo/OAE_0000542","ataxia AE","10003591"
"http://purl.obolibrary.org/obo/OAE_0000543","skin AE","10040831"
"http://purl.obolibrary.org/obo/OAE_0000544","abnormal gait AE","10017577"
"http://purl.obolibrary.org/obo/OAE_0000545","dehydration AE","10012174"
"http://purl.obolibrary.org/obo/OAE_0000547","hyperglycemia AE","10020635"
"http://purl.obolibrary.org/obo/OAE_0000547","hyperglycemia AE","10020639"
"http://purl.obolibrary.org/obo/OAE_0000549","cyanosis AE","10011703"
"http://purl.obolibrary.org/obo/OAE_0000550","anemia AE","10002034"
"http://purl.obolibrary.org/obo/OAE_0000550","anemia AE","10002272"
"http://purl.obolibrary.org/obo/OAE_0000551","hypotension AE","10005734"
"http://purl.obolibrary.org/obo/OAE_0000551","hypotension AE","10021097"
"http://purl.obolibrary.org/obo/OAE_0000556","edema AE","10016807"
"http://purl.obolibrary.org/obo/OAE_0000556","edema AE","10030095"
"http://purl.obolibrary.org/obo/OAE_0000556","edema AE","10042674"
"http://purl.obolibrary.org/obo/OAE_0000557","inflammation AE","10061218"
"http://purl.obolibrary.org/obo/OAE_0000560","eye inflammation AE","10015943"
"http://purl.obolibrary.org/obo/OAE_0000561","conjunctivitis AE","10010741"
"http://purl.obolibrary.org/obo/OAE_0000565","vasculitis AE","10047115"
"http://purl.obolibrary.org/obo/OAE_0000567","sinusitis AE","10040753"
"http://purl.obolibrary.org/obo/OAE_0000568","allergy AE","10001718"
"http://purl.obolibrary.org/obo/OAE_0000568","allergy AE","10001738"
"http://purl.obolibrary.org/obo/OAE_0000570","nervous system AE","10029202"
"http://purl.obolibrary.org/obo/OAE_0000573","deafness AE","10011878"
"http://purl.obolibrary.org/obo/OAE_0000576","polyuria AE@en","10036142"
"http://purl.obolibrary.org/obo/OAE_0000577","blindness AE","10005169"
"http://purl.obolibrary.org/obo/OAE_0000579","seizure AE","10039906"
"http://purl.obolibrary.org/obo/OAE_0000579","seizure AE","10039910"
"http://purl.obolibrary.org/obo/OAE_0000581","movement disorder AE","10028035"
"http://purl.obolibrary.org/obo/OAE_0000584","hypersensitivity AE","10020751"
"http://purl.obolibrary.org/obo/OAE_0000586","hyperventilation AE","10020910"
"http://purl.obolibrary.org/obo/OAE_0000587","hypoventilation AE","10021133"
"http://purl.obolibrary.org/obo/OAE_0000587","hypoventilation AE","10038678"
"http://purl.obolibrary.org/obo/OAE_0000589","mydriasis AE","10028521"
"http://purl.obolibrary.org/obo/OAE_0000590","increased heart rate AE","10019303"
"http://purl.obolibrary.org/obo/OAE_0000592","opisthotonus AE","10030899"
"http://purl.obolibrary.org/obo/OAE_0000596","arthritis AE","10003246"
"http://purl.obolibrary.org/obo/OAE_0000597","dysphagia AE","10013950"
"http://purl.obolibrary.org/obo/OAE_0000599","platelet count decreased AE","10035528"
"http://purl.obolibrary.org/obo/OAE_0000600","nausea AE","10028813"
"http://purl.obolibrary.org/obo/OAE_0000601","vomiting AE","10047700"
"http://purl.obolibrary.org/obo/OAE_0000602","constipation AE","10010774"
"http://purl.obolibrary.org/obo/OAE_0000605","clonus AE@en","10009346"
"http://purl.obolibrary.org/obo/OAE_0000606","pallor AE","10033546"
"http://purl.obolibrary.org/obo/OAE_0000607","tinnitus AE","10043882"
"http://purl.obolibrary.org/obo/OAE_0000608","stomatitis AE","10042128"
"http://purl.obolibrary.org/obo/OAE_0000611","hypertonia AE","10020852"
"http://purl.obolibrary.org/obo/OAE_0000612","hypotonia AE","10021118"
"http://purl.obolibrary.org/obo/OAE_0000613","myositis AE","10028653"
"http://purl.obolibrary.org/obo/OAE_0000615","lymphocyte count increased AE","10025258"
"http://purl.obolibrary.org/obo/OAE_0000616","diarrhea AE","10012735"
"http://purl.obolibrary.org/obo/OAE_0000617","hypoxia AE","10021143"
"http://purl.obolibrary.org/obo/OAE_0000618","sepsis AE","10040047"
"http://purl.obolibrary.org/obo/OAE_0000619","hematuria AE","10018867"
"http://purl.obolibrary.org/obo/OAE_0000619","hematuria AE","10018870"
"http://purl.obolibrary.org/obo/OAE_0000619","hematuria AE","10019450"
"http://purl.obolibrary.org/obo/OAE_0000621","decreased heart rate AE","10019301"
